tgl,manufacture,version,max_slot,iploopback,hostname,self_slot,tipe_card,tipe_card_1,cap,port_used,port_idle,list_port_used,node,file2_sto_a,file2_types,file2_platform,file2_sto,file2_sto_l,file2_witel,file2_reg,file2_cluster,file2_longitude,file2_latitude
2025-10-09,nokia,7750 SR-12,10,172.30.65.135,ME9-D1-KDTA,1/1,me16-25gb-sfp28+2-100gb-qsfp28,me16-25gb-sfp28+2-100gb-qsfp28,16x10_2x100,18,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",ME9-D1-KDTA,KDTA,7750 SR-12,ALCATEL-LUCENT,KDT,KEDATON,LAMPUNG,1,,105.2622,-5.37859
2025-10-09,nokia,7750 SR-12,10,172.30.65.135,ME9-D1-KDTA,1/2,me6-100gb-qsfp28,me6-100gb-qsfp28,100,6,0,"1,2,3,4,5,6",ME9-D1-KDTA,KDTA,7750 SR-12,ALCATEL-LUCENT,KDT,KEDATON,LAMPUNG,1,,105.2622,-5.37859
2025-10-09,nokia,7750 SR-12,10,172.30.65.135,ME9-D1-KDTA,10/1,me16-25gb-sfp28+2-100gb-qsfp28,me16-25gb-sfp28+2-100gb-qsfp28,16x10_2x100,18,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",ME9-D1-KDTA,KDTA,7750 SR-12,ALCATEL-LUCENT,KDT,KEDATON,LAMPUNG,1,,105.2622,-5.37859
2025-10-09,nokia,7750 SR-12,10,172.30.65.135,ME9-D1-KDTA,10/2,me6-100gb-qsfp28,me6-100gb-qsfp28,100,6,0,"1,2,3,4,5,6",ME9-D1-KDTA,KDTA,7750 SR-12,ALCATEL-LUCENT,KDT,KEDATON,LAMPUNG,1,,105.2622,-5.37859
2025-10-09,nokia,7750 SR-12,10,172.30.65.135,ME9-D1-KDTA,3/2,me6-100gb-qsfp28,me6-100gb-qsfp28,100,5,1,"1,2,3,4,5",ME9-D1-KDTA,KDTA,7750 SR-12,ALCATEL-LUCENT,KDT,KEDATON,LAMPUNG,1,,105.2622,-5.37859
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,0/0,2x 10GE  XFP,2x 10GE  XFP,10,0,2,,,,,,,,,,,,
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,0/1,2x 10GE  XFP,2x 10GE  XFP,10,0,2,,,,,,,,,,,,
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,0/2,10x 1GE(LAN) SFP,10x 1GE(LAN) SFP,1,0,10,,,,,,,,,,,,
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,0/3,10x 1GE(LAN) SFP,10x 1GE(LAN) SFP,1,2,8,"8,9",,,,,,,,,,,
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,2/0,4x 10GE(LAN) SFP+,4x 10GE(LAN) SFP+,10,4,0,"0,1,2,3",,,,,,,,,,,
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,2/1,4x 10GE(LAN) SFP+,4x 10GE(LAN) SFP+,10,1,3,0,,,,,,,,,,,
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,2/2,4x 10GE(LAN) SFP+,4x 10GE(LAN) SFP+,10,0,4,,,,,,,,,,,,
2025-10-09,junos,mx960,11,30.30.30.48,R4.NSK.PE-MOBILE.2,2/3,4x 10GE(LAN) SFP+,4x 10GE(LAN) SFP+,10,1,3,1,,,,,,,,,,,
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/0/0,A9K-MPA-20X10GE,A9K-MPA-20X10GE,10,4,16,"0,1,18,19",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/0/1,A9K-MPA-20X1GE,A9K-MPA-20X1GE,1,3,17,"0,1,19",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/1/,A9K-8X100GE-TR,A9K-8X100GE-TR,100,2,6,"0,1",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/2/,A9K-8X100GE-SE,A9K-8X100GE-SE,100,6,2,"0,1,2,3,6,7",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/3/,A9K-8X100GE-TR,A9K-8X100GE-TR,100,8,0,"0,1,2,3,4,5,6,7",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/4/,A9K-8X100GE-TR,A9K-8X100GE-TR,100,8,0,"0,1,2,3,4,5,6,7",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/5/,A9K-8X100GE-TR,A9K-8X100GE-TR,100,8,0,"0,1,2,3,4,5,6,7",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/7/0,A9K-MPA-20X10GE,A9K-MPA-20X10GE,10,4,16,"0,1,2,19",R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
2025-10-09,cisco,ASR-9010,8,180.250.225.95,R4.SKH.PE-MOBILE.1,0/7/1,A9K-MPA-2X40GE,A9K-MPA-2X40GE,10,0,4,,R4.SKH.PE-MOBILE.1,SKH,ASR 9010,CISCO,SKH,SUKOHARJO,SOLO,4,,110.83846,-7.67843
,,,,,09-GGR-01,,,,,,,,,GGR,OTHER,,GGR,GORANGGARENG,MADIUN,5,,111.41835,-7.68271
,,,,,09-MBS-35,,,,,,,,,MBS,C300v2,,MBS,MANGGA BESAR,JAKUT,2,,106.0191,-6.77815
,,,,,09-MPT-02,,,,,,,,,MPT,OTHER,,MSP,MAOSPATI,MADIUN,5,,111.45142,-7.60647
,,,,,09-NWI-03,,,,,,,,,NWI,OTHER,,NWI,NGAWI,MADIUN,5,,111.44605,-7.40363
,,,,,09-PNZ-01,,,,,,,,,PNZ,OTHER,,PNZ,PACITAN,MADIUN,5,,111.09775,-8.19586
,,,,,09-TB-11,,,,,,,,,TB,AN5116-06B,,TBE,TEBET,JAKSEL,2,,106.85113,-6.22365
,,,,,BRAS-D1-BDS,,,,,,,,,BDS,,,DGS,BATAM BUKIT DANGAS STPR,RIKEP,1,,103.939,1.12389
,,,,,BRAS-D1-BDSA,,,,,,,,,BDS,,,DGS,BATAM BUKIT DANGAS STPR,RIKEP,1,,103.939,1.12389
,,,,,BRAS-D1-BKT,,,,,,,,,BKT,SSR 8020,ERICCSON,BKT,BUKITTINGGI,PADANG,1,,100.3694,-0.31111
,,,,,BRAS-D1-BNA,,,,,,,,,BNA,SSR 8020,ERICCSON,BNA,BANDA ACEH CENTRUM,ACEH,1,,95.31973,5.5525
,,,,,BRAS-D1-BNK,,,,,,,,,BNK,SSR 8020,ERICCSON,BNC,MDF BENGKULU CENTRUM,BENGKULU,1,,102.2656,-3.79667
,,,,,BRAS-D1-DRI,,,,,,,,,DRI,,,DRI,DURI,RIDAR,1,,101.19208,1.26754
,,,,,BRAS-D1-LSM,,,,,,,,,LSM,SSR 8020,ERICCSON,LSM,LHOKSEUMAWE,ACEH,1,,97.14528,5.18222
,,,,,BRAS-D1-PDC,,,,,,,,,PDC,SSR 8020,ERICCSON,PDC,PADANG CENTRUM,PADANG,1,,100.3533,-0.95278
,,,,,BRAS-D1-TJK,,,,,,,,,TJK,SSR 8020,ERICCSON,TJK,TANJUNG KARANG,LAMPUNG,1,,105.2563,-5.41084
,,,,,BRAS-D1-TLK,,,,,,,,,TLK,,,TLK,TALANG KELAPA,PALEMBANG,1,,104.72288,-2.93876
,,,,,BRAS-D2-BOO,,,,,,,,,BOO,,,BOO,BOGOR,BOGOR,2,,106.79451,-6.59208
,,,,,BRAS-D2-CKA,,,,,,,,,CKA,,,CKA,CIKUPA,SERANG,2,,106.5223,-6.22811
,,,,,BRAS-D2-KBB,,,,,,,,,KBB,,,KBY,KEBAYORAN,JAKSEL,2,,106.79916,-6.23827
,,,,,BRAS-D3-CBN,,,,,,,,,CBN,,,CBN,CIREBON,CIREBON,3,,108.5612,-6.71619
,,,,,BRAS-D3-CCD,,,,,,,,,CCD,SSR 8010,ERICCSON,CCD,CICADAS,BANDUNG,3,,107.64958,-6.90543
,,,,,BRAS-D3-LBG,,,,,,,,,LBG,SSR 8010,ERICCSON,LBG,LEMBONG,BANDUNG,3,,107.6163,-6.80969
,,,,,BRAS-D3-TSM,,,,,,,,,TSM,SSR 8010,ERICCSON,TSM,TASIKMALAYA,TASIKMALAYA,3,,108.2222,-7.32472
,,,,,BRAS-D4-GLK,,,,,,,,,GLK,SSR 8010,ERICCSON,GLD,SOLO GLADAK,SOLO,4,,110.8109,-7.60986
,,,,,BRAS-D4-KDS,,,,,,,,,KDS,SSR 8010,ERICCSON,KUD,KUDUS,KUDUS,4,,110.88871,-6.80654
,,,,,BRAS-D4-PKL,,,,,,,,,PKL,SSR 8010,ERICCSON,PKL,PEKALONGAN,PEKALONGAN,4,,109.66906,-6.88773
,,,,,BRAS-D4-PWT,,,,,,,,,PWT,SSR 8010,ERICCSON,PWT,PURWOKERTO,PURWOKERTO,4,,109.2375,-7.42436
,,,,,BRAS-D5-BIM,,,,,,,,,BIM,60-X16,HUAWEI,BIM,BIMA,NTB,5,,118.7263,-8.44735
,,,,,BRAS-D5-JR,,,,,,,,,JR,60-X16,HUAWEI,JER,JEMBER,JEMBER,5,,113.6934,-8.17474
,,,,,BRAS-D5-KBL,,,,,,,,,KBL,,,KBL,KEBALEN,SURABAYA UTARA,5,,112.7355,-7.23147
,,,,,BRAS-D5-KBL-DIRECT,,,,,,,,,KBL,,,KBL,KEBALEN,SURABAYA UTARA,5,,112.7355,-7.23147
,,,,,BRAS-D5-KD,,,,,,,,,KD,,,KDI,KEDIRI,KEDIRI,5,,112.01783,-7.84802
,,,,,BRAS-D5-KD0,,,,,,,,,KD,,,KDI,KEDIRI,KEDIRI,5,,112.01715,-7.81488
,,,,,BRAS-D5-KLM,,,,,,,,,KLM,SSR 8010,ERICCSON,KLM,KALIASEM,DENPASAR,5,,115.21865,-8.65481
,,,,,BRAS-D5-ML0,,,,,,,,,ML0,,,MLG,MALANG,MALANG,5,,112.6296,-7.98047
,,,,,BRAS-D5-PS,,,,,,,,,PS,60-X16,HUAWEI,PSN,STO PASURUAN,PASURUAN,5,,112.9009,-7.65136
,,,,,BRAS-D5-PSR,,,,,,,,,PSR,,,PII,PASIRIAN,PASURUAN,5,,113.11461,-8.21384
,,,,,BRAS-D5-SGR,,,,,,,,,SGR,,,SGR,SINGARAJA,SINGARAJA,5,,115.09213,-8.11237
,,,,,BRAS-D6-BAM,,,,,,,,,BAM,,,BAM,BATU AMPAR,BALIKPAPAN,6,,116.855,-1.21792
,,,,,BRAS-D6-BJM,,,,,,,,,BJM,60-X16A,HUAWEI,BJM,BANJARMASIN,BANJARMASIN,6,,114.5919,-3.32508
,,,,,BRAS-D6-BPP,,,,,,,,,BPP,60-X16A,HUAWEI,BRU,BALIKPAPAN BARU,BALIKPAPAN,6,,116.8728,-1.2391
,,,,,BRAS-D6-PTK,,,,,,,,,PTK,60-X16A,HUAWEI,PTK,PONTIANAK CENTRUM,PONTIANAK,6,,109.3335,-0.03325
,,,,,BRAS-D6-SBB,,,,,,,,,SBB,,,SBR,SEBERANG,SAMARINDA,6,,117.1192,-0.53444
,,,,,BRAS-D6-SKK,,,,,,,,,SKK,60-X16A,HUAWEI,SEI,SEI KAKAP,PONTIANAK,6,,109.15994,-0.04804
,,,,,BRAS-D6-SMD,,,,,,,,,SMD,60-X16A,HUAWEI,SMR,SAMARINDA,SAMARINDA,6,,117.1482,-0.49453
,,,,,BRAS-D6-SSB,,,,,,,,,SSB,60-X16A,HUAWEI,SMR,SAMARINDA,SAMARINDA,6,,117.1482,-0.49453
,,,,,BRAS-D6-TRK,,,,,,,,,TRK,,,TRK,TARAKAN,TARAKAN,6,,117.59438,3.30287
,,,,,BRAS-D6-ULN,,,,,,,,,ULN,60-X16A,HUAWEI,ULI,ULIN,BANJARMASIN,6,,114.61059,-3.33031
,,,,,BRAS-D7-BAL,,,,,,,,,BAL,,,BAL,BALAIKOTA,MAKASAR,7,,119.408,-5.13458
,,,,,BRAS-D7-GIN,,,,,,,,,GIN,,,,,,7,,,
,,,,,BRAS-D7-GIN-13,,,,,,,,,GIN,,,,,,7,,,
,,,,,BRAS-D7-JAP,,,,,,,,,JAP,,,JAP,JAYAPURA,JAYAPURA,7,,140.7066,-2.54256
,,,,,BRAS-D7-KLM,,,,,,,,,KLM,,,KLM,KALIASEM,DENPASAR,5,,115.21865,-8.65481
,,,,,BRAS-D7-MDO,,,,,,,,,MDO,SSR 8010,ERICCSON,MDO,MANADO B,MENADO,7,,124.8433,1.48702
,,,,,BRAS-D7-PNK,,,,,,,,,PNK,,,PIK,PANIKI,MENADO,7,,124.8431251,1.4873467
,,,,,BRAS-D7-PNK-SPEEDY,,,,,,,,,PNK,,,PIK,PANIKI,MENADO,7,,124.8431251,1.4873467
,,,,,BRAS-D7-PTR,,,,,,,,,PTR,,,PTRN,PETARANI,MAKASAR,7,,119.43158,-5.16975
,,,,,BRAS-D7-SON,,,,,,,,,SON,,,SON,SORONG,SORONG,7,,130.7148,-0.96971
,,,,,BRAS-D7-TIM,,,,,,,,,TIM,,,TIM,TIMIKA,JAYAPURA,7,,136.88804,-4.54718
,,,,,BRAS-D7-TMK,,,,,,,,,TMK,,,TIM,TIMIKA,JAYAPURA,7,,136.88804,-4.54718
,,,,,BRAS-KBL,,,,,,,,,KBL,,,KBL,KEBALEN,SURABAYA UTARA,5,,112.7355,-7.23147
,,,,,BRAS02-D5-KBL,,,,,,,,,KBL,,,KBL,KEBALEN,SURABAYA UTARA,5,,112.7355,-7.23147
,,,,,BRAS02-D7-AMB,,,,,,,,,AMB,,,ABO,AMBON,AMBON,7,,128.1849,-3.69592
,,,,,BRAS02-D7-MDO,,,,,,,,,MDO,,,MDO,MANADO B,MENADO,7,,124.8433,1.48702
,,,,,BRAS2-D1-BTC,,,,,,,,,BTC,,,BTC,BATAM CENTRE,RIKEP,1,,104.05114,1.11527
,,,,,BRAS2-D1-DRI,,,,,,,,,DRI,60-X16A,HUAWEI,DRI,DURI,RIDAR,1,,101.19208,1.26754
,,,,,BRAS2-D1-MDC,,,,,,,,,MDC,SSR 8010,ERICCSON,MDC,MEDAN CENTRUM,MEDAN,1,,98.70161,3.56844
,,,,,BRAS2-D1-PBR,,,,,,,,,PBR,60-X16A,HUAWEI,PBR,PAKANBARU,RIDAR,1,,101.44796,-0.5244
,,,,,BRAS2-D1-PGC,,,,,,,,,PGC,SSR 8010,ERICCSON,PGC,PALEMBANG CENTRUM,PALEMBANG,1,,104.74832,-2.97792
,,,,,BRAS2-D1-PUB,,,,,,,,,PUB,SSR 8010,ERICCSON,PUB,PULAU BRAYAN,MEDAN,1,,98.68111,3.62763
,,,,,BRAS2-D1-TLK,,,,,,,,,TLK,SSR 8010,ERICCSON,TLK,TALANG KELAPA,PALEMBANG,1,,104.72288,-2.93876
,,,,,BRAS2-D2-BKS,,,,,,,,,BKS,60-X16A,HUAWEI,BEK,BEKASI,BEKASI,2,,107.02527,-6.24991
,,,,,BRAS2-D2-BOO,,,,,,,,,BOO,60-X16A,HUAWEI,BOO,BOGOR,BOGOR,2,,106.79451,-6.59208
,,,,,BRAS2-D2-CKA,,,,,,,,,CKA,60-X16A,HUAWEI,CKA,CIKUPA,SERANG,2,,106.5223,-6.22811
,,,,,BRAS2-D2-KBB,,,,,,,,,KBB,60-X16A,HUAWEI,KBY,KEBAYORAN,JAKSEL,2,,106.79916,-6.23827
,,,,,BRAS2-D2-SLP,,,,,,,,,SLP,60-X16A,HUAWEI,SLP,SLIPI,JAKBAR,2,,106.7937,-6.17474
,,,,,BRAS2-D3-CBN,,,,,,,,,CBN,SSR 8010,ERICCSON,CBN,CIREBON,CIREBON,3,,108.5612,-6.71619
,,,,,BRAS2-D3-LBG,,,,,,,,,LBG,,,LBG,LEMBONG,BANDUNG,3,,107.6163,-6.80969
,,,,,BRAS2-D4-GB,,,,,,,,,GB,,,GBL,GOMBEL,SEMARANG,4,,110.42652,-7.04495
,,,,,BRAS2-D4-GBL,,,,,,,,,GBL,SSR 8010,ERICCSON,GBL,GOMBEL,SEMARANG,4,,110.42654,-7.04505
,,,,,BRAS2-D4-KBU,,,,,,,,,KBU,SSR 8010,ERICCSON,KBU,YOKYAKARTA KOTABARU,YOGYAKARTA,4,,110.37509,-7.78603
,,,,,BRAS2-D5-KBL,,,,,,,,,KBL,60-X16A,HUAWEI,KBL,KEBALEN,SURABAYA UTARA,5,,112.7355,-7.23147
,,,,,BRAS2-D5-KD0,,,,,,,,,KD,60-X16A,HUAWEI,KDI,KEDIRI,KEDIRI,5,,112.01715,-7.81488
,,,,,BRAS2-D5-ML,,,,,,,,,ML,,,MLG,MALANG,MALANG,5,,112.6296,-7.98047
,,,,,BRAS2-D5-ML0,,,,,,,,,ML0,60-X16A,HUAWEI,MLG,MALANG,MALANG,5,,112.6296,-7.98047
,,,,,BRAS2-D5-MTR,,,,,,,,,MTR,60-X16,HUAWEI,MTR,MATARAM,NTB,5,,116.0977,-8.58303
,,,,,BRAS2-D5-RKT,,,,,,,,,RKT,60-X16A,HUAWEI,RKT,RUNGKUT,SURABAYA SELATAN,5,,112.7454,-7.32919
,,,,,BRAS2-D7-AMB,,,,,,,,,AMB,,,ABO,AMBON,AMBON,7,,128.1849,-3.69592
,,,,,BRAS2-D7-BAL,,,,,,,,,BAL,SSR 8010,ERICCSON,BAL,BALAIKOTA,MAKASAR,7,,119.408,-5.13458
,,,,,BRAS2-D7-JAP,,,,,,,,,JAP,,,JAP,JAYAPURA,JAYAPURA,7,,140.7066,-2.54256
,,,,,BRAS2-D7-KLM,,,,,,,,,KLM,,,KLM,KALIASEM,DENPASAR,5,,115.21865,-8.65481
,,,,,BRAS2-D7-MDO,,,,,,,,,MDO,,,MDO,MANADO B,MENADO,7,,124.8433,1.48702
,,,,,BRAS2-D7-MTR,,,,,,,,,MTR,,,,,,7,,,
,,,,,BRAS2-D7-PIK,,,,,,,,,PIK,,,PIK,PANIKI,MENADO,7,,124.8431251,1.4873467
,,,,,BRAS2-D7-PNK,,,,,,,,,PNK,SSR 8010,ERICCSON,PNK,PANAKUKANG,MAKASAR,7,,119.43942,-5.14042
,,,,,BRAS2-D7-PTR,,,,,,,,,PTR,SSR 8010,ERICCSON,PTRN,PETARANI,MAKASAR,7,,119.43158,-5.16975
,,,,,BRAS2-D7-TMK,,,,,,,,,TMK,,,TIM,TIMIKA,JAYAPURA,7,,136.88804,-4.54718
,,,,,BRAS2-D7-TNT,,,,,,,,,TNT,,,TNT,TERNATE,MENADO,7,,127.3784,0.78731
,,,,,BRAS3-D2-JT,,,,,,,,,JT,60-X16A,HUAWEI,JTN,JATINEGARA,JAKTIM,2,,106.87385,-6.22081
,,,,,BRAS3-D5-AMB,,,,,,,,,AMB,,,,,,5,,112.7786923,-7.2849895
,,,,,BRAS3-D5-KPN,,,,,,,,,KPN,,,KEP,KEPANJEN,MALANG,5,,112.57142,-8.13265
,,,,,BRAS3-D5-KPN#5,,,,,,,,,KPN,,,KEP,KEPANJEN,MALANG,5,,112.57142,-8.13265
,,,,,BRAS3-D5-MTR,,,,,,,,,MTR,,,MTR,MATARAM,NTB,5,,116.09763,-8.58234
,,,,,BRAS3-D6-BAM,,,,,,,,,BAM,60-X16A,HUAWEI,BAM,BATU AMPAR,BALIKPAPAN,6,,116.855,-1.21792
,,,,,BRAS3-D6-BPP,,,,,,,,,BPP,,,BRU,BALIKPAPAN BARU,BALIKPAPAN,6,,116.8728,-1.2391
,,,,,BRAS3-D6-TRK,,,,,,,,,TRK,,,TRK,TARAKAN,TARAKAN,6,,117.59438,3.30287
,,,,,BRAS3-D7-AMB,,,,,,,,,AMB,,,ABO,AMBON,AMBON,7,,128.1849,-3.69592
,,,,,BRAS3-D7-KPN,,,,,,,,,KPN,,,KPN,KUPANG,NTT,5,,123.61106,-10.17139
,,,,,BRAS3-D7-KUP,,,,,,,,,KUP,,,,,,7,,,
,,,,,BRAS4-D2-CKA,,,,,,,,,CKA,,,CKA,CIKUPA,SERANG,2,,106.5223,-6.22811
,,,,,BRAS4-D5-KBL,,,,,,,,,KBL,,,KBL,KEBALEN,SURABAYA UTARA,5,,112.7355,-7.23147
,,,,,BRAS4-D6-BJM,,,,,,,,,BJM,,,BJM,BANJARMASIN,BANJARMASIN,6,,114.5919,-3.32508
,,,,,BRAS4-D6-ULN,,,,,,,,,ULN,,,ULI,ULIN,BANJARMASIN,6,,114.61059,-3.33031
,,,,,CDN-CONVERSANT TELIN,,,,,,,,,,,,,,,,,,
,,,,,CDN_AKAMAI,,,,,,,,,,,,,,,,,,
,,,,,CDN_BYTEDANCE,,,,,,,,,,,,,,,,,,
,,,,,CDN_CONVERSANT,,,,,,,,,,,,,,,,,,
,,,,,CDN_FACEBOOK,,,,,,,,,,,,,,,,,,
,,,,,CDN_GGC,,,,,,,,,,,,,,,,,,
,,,,,CDN_Google,,,,,,,,,,,,,,,,,,
,,,,,CDN_HUAWEI,,,,,,,,,,,,,,,,,,
,,,,,CDN_HYBRID,,,,,,,,,,,,,,,,,,
,,,,,CDN_IPTV,,,,,,,,,,,,,,,,,,
,,,,,CDN_NEUCENTRIX,,,,,,,,,,,,,,,,,,
,,,,,CDN_OTT,,,,,,,,,,,,,,,,,,
,,,,,CDN_VDMS,,,,,,,,,,,,,,,,,,
,,,,,CDN_YAHOO,,,,,,,,,,,,,,,,,,
,,,,,CES-D1-ABAA,,,,,,,,,ABAA,7705 SAR-8,ALCATEL-LUCENT,ABA,AMBARITA,SUMUT,1,,98.84361,2.6775
,,,,,CES-D1-ABGA,,,,,,,,,ABGA,7705 SAR-8,ALCATEL-LUCENT,ABG,AIR BANGIS,PADANG,1,,100.0011,-0.20611
,,,,,CES-D1-ALHA,,,,,,,,,ALHA,7705 SAR-8,ALCATEL-LUCENT,ALH,ALAHAN PANJANG,PADANG,1,,100.7881,-1.08194
,,,,,CES-D1-AMKA,,,,,,,,,AMKA,7705 SAR-8,ALCATEL-LUCENT,AMK,AIR MOLEK,RIDAR,1,,102.29389,-0.36064
,,,,,CES-D1-ANPA,,,,,,,,,ANPA,7705 SAR-8,ALCATEL-LUCENT,ANP,AEK KANOPAN,SUMUT,1,,99.65528,2.57194
,,,,,CES-D1-ANRA,,,,,,,,,ANRA,7705 SAR-8,HUAWEI,ANR,AEK NABARA,SUMUT,1,,99.95174,2.06549
,,,,,CES-D1-ARKA,,,,,,,,,ARKA,7705 SAR-8,HUAWEI,ARK,ARENGKA,RIDAR,1,,101.41907,0.46632
,,,,,CES-D1-AVIA,,,,,,,,,AVIA,7705 SAR-8,ALCATEL-LUCENT,AVI,AVIARI,RIKEP,1,,104.63737,-4.1111
,,,,,CES-D1-BAGA,,,,,,,,,BAGA,7705 SAR-8,HUAWEI,BAG,BAGAN SIAPI-API,RIDAR,1,,100.80753,2.15895
,,,,,CES-D1-BAKA,,,,,,,,,BAKA,7705 SAR-F,ALCATEL-LUCENT,BAK,BAKONGAN,ACEH,1,,97.48222,2.92639
,,,,,CES-D1-BASA,,,,,,,,,BASA,7705 SAR-8,ALCATEL-LUCENT,BAS,BENGKALIS,RIDAR,1,,102.1107,1.46622
,,,,,CES-D1-BBUA,,,,,,,,,BBUA,7705 SAR-8,ALCATEL-LUCENT,BDU,BLAMBANGAN UMPU,LAMPUNG,1,,104.5182,-4.50438
,,,,,CES-D1-BCMA,,,,,,,,,BCMA,7705 SAR-8,ALCATEL-LUCENT,TIS,TAIS,BENGKULU,1,,102.5753,-3.07833
,,,,,CES-D1-BDAA,,,,,,,,,BDAA,7705 SAR-8,ALCATEL-LUCENT,BDA,BANDAR JAYA,LAMPUNG,1,,105.2091,-4.93568
,,,,,CES-D1-BDBA,,,,,,,,,BDBA,7705 SAR-8,ALCATEL-LUCENT,BDB,BANDAR BARU,SUMUT,1,,98.54072,3.26445
,,,,,CES-D1-BDSA,,,,,,,,,BDSA,7705 SAR-8,ALCATEL-LUCENT,DGS,BATAM BUKIT DANGAS STPR,RIKEP,1,,103.939,1.12389
,,,,,CES-D1-BDTA,,,,,,,,,BDTA,7705 SAR-8,ALCATEL-LUCENT,BDT,BANDAR BUAT,PADANG,1,,100.4217,-0.95333
,,,,,CES-D1-BGOA,,,,,,,,,BGOA,7705 SAR-F,ALCATEL-LUCENT,BGO,BATANG TORU,SUMUT,1,,99.04136,1.48766
,,,,,CES-D1-BGUA,,,,,,,,,BGUA,7705 SAR-8,ALCATEL-LUCENT,BGU,BAGAN BATU,RIDAR,1,,100.40757,1.69844
,,,,,CES-D1-BIRA,,,,,,,,,BIRA,7705 SAR-8,ALCATEL-LUCENT,BIR,BIREUN,ACEH,1,,96.70417,5.20139
,,,,,CES-D1-BJIA,,,,,,,,,BJIA,7705 SAR-8,ALCATEL-LUCENT,BJI,BINJAI,MEDAN,1,,98.4956,3.61021
,,,,,CES-D1-BKMA,,,,,,,,,BKMA,7705 SAR-8,ALCATEL-LUCENT,BKM,BUKIT KEMUNING,LAMPUNG,1,,104.5606,-4.87306
,,,,,CES-D1-BKNA,,,,,,,,,BKNA,7705 SAR-8,HUAWEI,BKN,BANGKINAN,RIDAR,1,,101.02223,0.33739
,,,,,CES-D1-BKOA,,,,,,,,,BKOA,7705 SAR-8,ALCATEL-LUCENT,BKO,BANGKO,JAMBI,1,,102.2752,-2.06454
,,,,,CES-D1-BKPA,,,,,,,,,BKPA,7705 SAR-8,ALCATEL-LUCENT,BKP,BATANG KAPAS,PADANG,1,,100.59997,-1.44275
,,,,,CES-D1-BKRA,,,,,,,,,BKRA,7705 SAR-8,ALCATEL-LUCENT,BKR,BUKIT RAYA,RIDAR,1,,101.45286,0.43873
,,,,,CES-D1-BKTA,,,,,,,,,BKTA,7705 SAR-8,ALCATEL-LUCENT,BKT,BUKITTINGGI,PADANG,1,,100.3694,-0.31111
,,,,,CES-D1-BLGA,,,,,,,,,BLGA,7705 SAR-8,ALCATEL-LUCENT,BLG,BALIGE,SUMUT,1,,99.06938,2.33181
,,,,,CES-D1-BLPA,,,,,,,,,BLPA,7705 SAR-8,ALCATEL-LUCENT,BLP,BELAKANG PADANG,RIKEP,1,,103.89025,1.15454
,,,,,CES-D1-BLRA,,,,,,,,,BLRA,7705 SAR-8,ALCATEL-LUCENT,,BALAI RAJA,RIDAR,1,,100.97382,1.302
,,,,,CES-D1-BLSA,,,,,,,,,BLSA,7705 SAR-8,ALCATEL-LUCENT,BLS,BALAI SELASA,PADANG,1,,100.8386,-1.79833
